953,383,18
383,86,18
648,250,18
577,592,18
836,179,18
496,536,18
552,308,18
268,673,18
397,144,18
739,603,18
761,45,18
53,354,18
575,83,18
945,443,18
304,32,18
407,281,18
496,327,18
766,751,18
77,666,18
464,55,18
758,272,18
172,286,18
741,457,18
150,560,18
315,103,18
603,28,18
56,563,18
982,136,18
222,781,18
141,175,18
565,354,18
267,42,18
296,642,18
389,44,18
26,212,18
676,162,18
520,120,18
911,119,18
519,692,18
276,142,18
543,230,18
158,81,18
475,731,18
606,302,18
859,634,18
292,200,18
879,213,18
636,552,18
115,360,18
124,781,18
632,429,18
759,633,18
318,667,18
206,698,18
544,431,18
318,248,18
949,732,18
451,201,18
957,515,18
829,290,18
819,144,18
853,249,18
268,554,18
687,663,18
235,85,18
365,679,18
701,726,18
531,728,18
171,220,18
912,257,18
56,229,18
458,502,18
756,409,18
1000,70,18
125,213,18
192,100,18
1003,275,18
329,348,18
713,348,18
725,644,18
662,471,18
854,428,18
215,554,18
505,397,18
503,633,18
710,35,18
601,231,18
750,526,18
951,295,18
778,179,18
