659,263,12
274,733,12
167,174,12
547,355,12
708,159,12
130,655,12
122,436,12
664,129,12
176,143,12
779,129,12
346,63,12
586,610,12
657,497,12
149,386,12
192,76,12
417,728,12
1012,200,12
601,643,12
106,31,12
351,454,12
398,619,12
773,254,12
451,93,12
707,396,12
870,431,12
919,17,12
843,146,12
631,489,12
589,335,12
583,207,12
980,687,12
908,132,12
402,173,12
544,52,12
39,719,12
422,396,12
680,462,12
897,447,12
813,734,12
480,643,12
212,734,12
869,93,12
108,697,12
538,301,12
450,702,12
579,53,12
322,124,12
272,551,12
302,49,12
382,247,12
540,563,12
580,574,12
907,389,12
601,538,12
619,108,12
28,378,12
90,217,12
945,53,12
803,582,12
276,347,12
