664,441,18
508,399,18
440,230,18
715,242,18
345,70,18
255,172,18
863,59,18
393,109,18
248,694,18
983,457,18
153,93,18
294,69,18
906,337,18
891,213,18
199,91,18
42,300,18
707,109,18
737,171,18
24,727,18
363,519,18
180,690,18
460,625,18
219,242,18
557,155,18
48,112,18
105,163,18
367,726,18
959,76,18
839,164,18
559,438,18
837,721,18
543,734,18
844,477,18
47,610,18
269,298,18
564,294,18
379,341,18
534,255,18
932,34,18
722,421,18
754,668,18
402,222,18
27,681,18
168,781,18
467,571,18
923,252,18
729,135,18
775,225,18
241,472,18
981,108,18
520,206,18
893,734,18
449,115,18
537,467,18
118,622,18
795,659,18
687,64,18
140,671,18
163,744,18
393,555,18
322,209,18
218,28,18
263,733,18
833,342,18
442,31,18
984,664,18
802,595,18
470,205,18
625,137,18
99,228,18
680,712,18
907,62,18
978,348,18
142,475,18
620,212,18
677,755,18
305,322,18
573,75,18
742,601,18
981,395,18
953,539,18
621,420,18
303,152,18
201,200,18
94,329,18
52,423,18
278,196,18
959,575,18
837,444,18
743,351,18
