59,99,6
676,92,6
397,172,6
730,737,6
185,793,6
105,789,6
574,593,6
456,688,6
93,509,6
72,611,6
179,541,6
965,606,6
144,671,6
938,405,6
146,529,6
559,363,6
278,111,6
499,271,6
168,664,6
209,90,6
267,455,6
589,362,6
236,673,6
924,579,6
872,442,6
849,313,6
926,71,6
115,345,6
469,630,6
908,702,6
260,297,6
1011,26,6
367,494,6
727,79,6
74,141,6
895,73,6
10,387,6
311,452,6
596,342,6
460,250,6
973,734,6
236,7,6
374,23,6
23,87,6
517,51,6
160,268,6
498,38,6
605,523,6
632,214,6
691,50,6
242,375,6
32,128,6
56,504,6
777,352,6
318,679,6
895,655,6
693,605,6
400,449,6
664,590,6
810,267,6
941,433,6
164,321,6
455,185,6
982,150,6
948,488,6
957,572,6
7,22,6
427,153,6
897,341,6
393,197,6
234,456,6
842,95,6
445,508,6
664,622,6
910,41,6
478,194,6
47,654,6
274,258,6
263,548,6
46,745,6
619,784,6
339,634,6
745,500,6
974,462,6
220,182,6
382,760,6
586,200,6
53,387,6
728,487,6
349,450,6
