645,515,6
506,290,6
812,173,6
832,542,6
355,679,6
381,492,6
160,175,6
825,787,6
698,647,6
484,416,6
679,530,6
387,514,6
210,444,6
949,23,6
885,125,6
418,323,6
992,462,6
302,637,6
652,388,6
888,431,6
949,757,6
163,522,6
31,8,6
317,43,6
632,69,6
760,167,6
151,109,6
674,239,6
160,628,6
192,280,6
622,787,6
780,232,6
439,722,6
938,124,6
859,256,6
799,219,6
966,707,6
63,303,6
917,778,6
888,262,6
931,545,6
88,98,6
650,641,6
481,220,6
35,769,6
117,702,6
794,607,6
226,507,6
741,536,6
270,714,6
944,359,6
232,616,6
504,501,6
529,622,6
473,580,6
741,412,6
650,100,6
254,759,6
72,747,6
457,616,6
