231,303,18
959,188,18
630,201,18
835,174,18
56,762,18
874,750,18
953,254,18
969,704,18
448,457,18
682,99,18
594,438,18
188,499,18
63,347,18
411,644,18
628,534,18
605,340,18
543,133,18
469,493,18
901,628,18
824,29,18
339,59,18
997,43,18
773,31,18
815,264,18
254,689,18
95,275,18
942,568,18
540,283,18
290,781,18
169,343,18
159,707,18
502,534,18
700,337,18
672,646,18
230,245,18
877,346,18
787,443,18
515,210,18
789,507,18
722,246,18
239,390,18
821,413,18
732,482,18
917,487,18
384,22,18
710,777,18
463,426,18
862,389,18
523,403,18
802,376,18
397,679,18
774,696,18
619,659,18
681,613,18
636,142,18
876,279,18
437,721,18
657,286,18
704,62,18
941,653,18
