115,701,12
776,600,12
89,614,12
442,148,12
141,768,12
80,337,12
990,26,12
12,725,12
571,363,12
1003,201,12
149,12,12
340,682,12
804,133,12
707,699,12
515,223,12
527,495,12
229,102,12
285,547,12
58,488,12
157,710,12
572,180,12
185,395,12
767,161,12
223,41,12
267,62,12
473,314,12
404,168,12
610,173,12
957,57,12
497,173,12
62,13,12
810,596,12
374,289,12
745,737,12
92,67,12
198,444,12
51,187,12
573,211,12
720,307,12
964,746,12
696,753,12
772,558,12
232,363,12
982,454,12
420,477,12
308,492,12
176,477,12
543,609,12
820,360,12
1010,290,12
90,457,12
308,412,12
848,24,12
104,242,12
852,461,12
404,716,12
255,133,12
555,517,12
884,592,12
43,722,12
456,282,12
537,187,12
955,625,12
639,132,12
343,243,12
227,749,12
241,562,12
139,118,12
134,162,12
67,107,12
42,591,12
298,263,12
759,438,12
641,651,12
12,132,12
290,227,12
670,540,12
360,358,12
479,471,12
888,218,12
946,708,12
871,44,12
586,703,12
443,330,12
617,681,12
168,134,12
947,325,12
303,311,12
215,786,12
995,91,12
