781,451,12
678,106,12
573,91,12
287,110,12
276,242,12
612,41,12
493,507,12
919,144,12
382,113,12
788,378,12
956,109,12
926,403,12
441,163,12
872,154,12
94,433,12
388,226,12
248,642,12
961,382,12
1000,714,12
294,336,12
348,462,12
789,239,12
109,747,12
94,281,12
385,619,12
1006,661,12
101,652,12
209,580,12
291,371,12
250,53,12
18,13,12
575,684,12
433,256,12
523,297,12
627,732,12
197,290,12
316,292,12
129,620,12
449,667,12
695,284,12
152,785,12
350,230,12
449,704,12
447,134,12
449,361,12
659,717,12
44,500,12
627,321,12
985,536,12
888,679,12
623,270,12
14,253,12
94,622,12
494,612,12
781,529,12
140,283,12
690,427,12
132,568,12
875,283,12
102,82,12
